更新时间,#genre#
靖天欢乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv054$订阅源|1920x1080
台视财经,https://litv.zapi.us.kg/?id=4gtv-4gtv056$订阅源|1920x1080
八大综合,http://211.72.65.236:8520/http/61.67.128.137:8081/hls/66/808/ch21.m3u8$订阅源
八大综合,http://50.7.238.114:8278/badazhonghe/playlist.m3u8?tid=mfb8d64b6276514171054&ct=17874&tsum=a87466c997089ea7dce98cd17301667d$订阅源
八大戏剧,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d$订阅源
八大戏剧,http://211.72.65.236:8531/.m3u8$订阅源
八大第一,http://211.72.65.236:8519/http/61.67.128.137:8081/hls/66/808/ch22.m3u8$订阅源
八大第一,http://50.7.238.114:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e$订阅源
中天娱乐,http://211.72.65.236:8527/.m3u8$订阅源|1920x1080
中天娱乐,http://50.7.238.114:8278/ctient/playlist.m3u8?$订阅源
AMC电影台,http://litv.zapi.us.kg/?id=4gtv-4gtv017$订阅源
AMC电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv017$订阅源|1920x1080
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8$订阅源
八大精彩台,http://litv.zapi.us.kg/?id=4gtv-4gtv034$订阅源
八大精彩台,https://litv.zapi.us.kg/?id=4gtv-4gtv034$订阅源|1920x1080
八大综艺台,https://4gtv.pendy.us.kg/4gtv.php?id=4gtv-4gtv039$订阅源
八大综艺台,https://litv.zapi.us.kg/?id=4gtv-4gtv039$订阅源|1920x1080
民视台湾台,http://37.27.111.214:8080/live/5/hls.m3u8$订阅源|1920x1080
民视台湾台,http://50.7.238.114:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a$订阅源
靖洋卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv057$订阅源|1920x1080
古典音乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv059$订阅源|1920x1080
靖天电影台,https://aktv.top/AKTV/live/aktv/null6/AKTV.m3u8$订阅源|1920x1080
靖天电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv061$订阅源|1920x1080
靖天国际台,https://litv.zapi.us.kg/?id=4gtv-4gtv063$订阅源|1920x1080
中视菁采,http://litv.zapi.us.kg/?id=4gtv-4gtv064$订阅源
中视菁采,https://litv.zapi.us.kg/?id=4gtv-4gtv064$订阅源|1920x1080
靖天资讯台,https://litv.zapi.us.kg/?id=4gtv-4gtv065$订阅源|1920x1080
tvbs精采台,https://litv.zapi.us.kg/?id=4gtv-4gtv067$订阅源|1920x1080
tvbs欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8$订阅源|1920x1080
tvbs欢乐台,http://211.72.65.236:8532/.m3u8$订阅源
tvbs新闻台,http://125.227.210.55:8186/VideoInput/play.ts$订阅源|1920x1080
tvbs新闻台,http://61.221.215.25:8800/hls/9/index.m3u8$订阅源
爱尔达娱乐,https://litv.zapi.us.kg/?id=4gtv-4gtv070$订阅源|1920x1080
中视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv074$订阅源|1920x1080
中视新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv074$订阅源
中视经典,http://litv.zapi.us.kg/?id=4gtv-4gtv080$订阅源
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8$订阅源|1920x1080
东森新闻,http://211.72.65.236:8540/http/61.67.128.137:8081/hls/63/805/ch10.m3u8$订阅源
东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152$订阅源|1920x1080
东森财经新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv153$订阅源|1920x1080
东森财经新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv153$订阅源
美国之音,https://litv.zapi.us.kg/?id=litv-ftv03$订阅源|1920x1080
民视影剧,https://litv.zapi.us.kg/?id=litv-ftv09$订阅源|1920x1080
民视影剧,http://litv.zapi.us.kg/?id=litv-ftv09$订阅源
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/01.m3u8$订阅源|1920x1080
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8$订阅源|1920x1080
民视新闻台,http://211.72.65.236:8542/.m3u8$订阅源|1920x1080
民视新闻台,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8$订阅源|1920x1080
爱放动漫,https://litv.zapi.us.kg/?id=litv-ftv15$订阅源|1920x1080
龙华卡通,http://litv.zapi.us.kg/?id=litv-longturn01$订阅源
龙华卡通,https://litv.zapi.us.kg/?id=litv-longturn01$订阅源|1920x1080
龙华电影,http://211.72.65.236:8556/.m3u8$订阅源
龙华电影,https://litv.zapi.us.kg/?id=litv-longturn03$订阅源|1920x1080
龙华日韩,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8$订阅源|1920x1080
龙华日韩,http://37.27.111.214:8080/live/42/hls.m3u8$订阅源|1920x1080
寰宇新闻台,http://211.72.65.236:8547/.m3u8$订阅源|1920x1080
寰宇新闻台,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8$订阅源
寰宇新闻台湾台,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8$订阅源
亚洲旅游台,https://litv.zapi.us.kg/?id=litv-longturn17$订阅源|1920x1080
亚洲旅游台,http://37.27.111.214:8080/live/10/hls.m3u8$订阅源|1920x1080
